,Twit,Tag,Num,Nombre
277,Lo que odio de Córdoba es la lluvia y las inundaciones mamita querida que horrible,0,30839,mechi
278,"Datos actuales en #SantaFe
Barrio Colastiné Norte:
T: 27.9°C
H: 58%
ST: 29.1°C
P: 1006.8hpa
Lluvia hoy: 22.5mm",0,107813,mechi
279,"@MalenaBong Con la lluvia que se viene,mm vs desis",0,101084,mechi
280,"Último día, último sábado, último fútbol, último mate, último tere, y ahora todos los mismo idiotas primer lluvia, primer día, primer cagó, no puedo ver más esa idiotez!!!",0,107864,mechi
281,"Hola acá en tabossi entre ríos no llueve pero refocila muchísimo, anoche tronaba pero no pasó nada y hoy tuvimos sol a pleno y mucho calor, en la zona del centro de entre ríos a echo desastre mucha piedra",1,73736,mechi
282,Buscando alguien para ver la lluvia de estrellas ahre,0,78799,mechi
283,"🚨 Violencia sin fin: mataron a tres personas en las últimas horas

👉 Una lluvia de balas que parece no acabar. Las víctimas fatales son un hombre de 35 años y dos jóvenes de 25 y 16 años. Todos murieron en episodios distintos

➡️ https://t.co/NxaglE1ZtB https://t.co/leoono9PZ4",0,54427,mechi
284,"Recién capture el momento justo en el que un rayo dejó sin luz a Barrio San Martín y cercanías 😱

-
-
#rayo #tormenta #cordobaargentina #Thunderbolt #epec @ElDoce @tele8noticias https://t.co/GjJo8Oi4r6",1,100216,mechi
285,nunca en mi vida habia visto tantos rayos asi de gigantes https://t.co/KDb8TaB3hB,0,28667,mechi
286,"Estoy re mil podrido de mojarme con esta lluvia, parece joda",1,12634,mechi
287,"""Sabrá Dios si la lluvia es bendita pal que tiene techo, o desgracia o castigo del cielo, pal desamparado""(J.L.)",0,27675,mechi
288,Que feliz que soy con un domingo de lluvia y con un guiso de arroz🐷,1,50271,mechi
289,Pero que soledad con esta lluvia,1,81445,mechi
290,"Que cosa hermosa la lluvia, que hermosa las tormentas y el frío. Dios no puedo ser más fan #1 porque no me da el tiempo A M O (mimo al alma dormir con el sonido de la tormenta de fondo)",0,26743,mechi
291,"@RelampagoEdu El Granizo en la localidad de Maria Juana, se dió el día Sabado por la tarde!!!",1,19605,mechi
292,"Si no llueve tengo que salir, no me queda otra",0,108625,Seba
293,AMO la lluvia,0,103325,Seba
294,"@Mica_Meira Es lo más lindo del mundo la lluvia, no sé que decís",0,80179,Seba
295,Con lluvia y todo nosotros viajamos igual 🤗,0,18569,Seba
296,"19h ClimaRafaela: Temp. 22.4 °C, Hum. 81 %, Bar. 992.1 mbar, Lluvia 25.9 mm, Viento 13.3 km/h S #Weathercloud",1,19766,Seba
297,"Fui al gimnasio y me estoy yendo a voley, si viene una tormenta eléctrica ya saben el porqué",0,15652,Seba
298,Y la lluvia?,0,9745,Seba
299,Lluvia ya te odio,0,37706,Seba
300,Quien me puede asegurar que para el 25 no llueve? Porque donde me meto la entrada de caliope? Jajajajaja dej aa,0,89765,Seba
301,y sera el unico que lo arrecha la lluvia ?¿ o.O,0,12914,Seba
302,Te amo lluvia,0,33321,Seba
303,@roccialejandra La cordi con lluvia,0,24807,Seba
304,"Tremenda lluvia, el viento a 70km/h que culiao, nada que me voy che",1,82997,Seba
305,"Ah, pero con Infinity War *lluvia de spoilers* https://t.co/5HZpqpzquz",0,88240,Seba
306,@dra_rocks @FulanaSinFiltro ojo tambien con las tormentas!!!,0,109005,Seba
307,"Con la cantidad de lluvia que esta pronosticado en los próximos diez días, como se atreven a organizar pool partys?",0,96301,Seba
308,Con esta lluvia te estaria necesitando ahora conmigo acostados abrazados y decirte cuanto te extraño..,1,62705,Seba
309,Esta lluvia se presta para estar con vos,1,53483,Seba
310,Como amo la lluvia😍,0,93651,Seba
311,Necesito helado con esta lluvia,1,66115,Seba
312,"11h Agvnet CDU: Temp. 23.4 °C, Hum. 55 %, Bar. 1005.9 hPa, Lluvia 0 mm, Viento 23.4 km/h NE #Weathercloud",0,18288,Seba
313,@halconada La tobillera.... recibirá descargas de rayos si hay alguna tormenta eléctrica? 🤔,0,68182,Seba
314,"@Marcosbordigoni Aparentemente lo querían vender a Europa, no está mal. Pero el pronóstico lo sabían. Quizás los estadios deberían estar en mejores condiciones, aunque si llueve mucho y en poco tiempo, no hay césped que aguante.
Ojalá se pueda jugar. Xq sino se vuelven infumables todos jaja",0,6188,Seba
315,"La lluvia y el mate se llevan muy bien 🌧😋☔️

#BuenLunes
#DescubriTuLugar https://t.co/DnYkUbCRW9",1,48912,Seba
316,Debería ser ilegal ir a cursar con esta Lluvia,1,15977,Seba
317,"Muy linda la lluvia... hermosa para mi gusto, pero que chance hay de que frene un toque hasta que vuelva de trabajar? 🧐🤔",1,25573,Seba
318,"7h ClimaRafaela: Temp. 16.3 °C, Hum. 51 %, Bar. 1004.4 mbar, Lluvia 0 mm, Viento 3.6 km/h E #Weathercloud",0,59117,Seba
319,"La concha de la yuta, pq mierda anda tan mal cablevision cuando hay tormenta",1,49858,Seba
320,Sentí como llueve y yo no me puedo dormir,1,2168,Seba
321,Semejante tormenta para que no refresque un carajo 😑,1,69248,Seba
322,La tormenta era más linda estando en mi casa y con mamá,1,53288,Seba
323,No soporto que llueva odio la lluvia parece que me bajoneara mas,0,25886,Seba
324,@juliansaleme lluvia de ruedas,0,73958,Seba
325,"#VillaMaria 16:00 hs | Temp 35.4°C Min=23.2°C (04:46) Max=35.9°C (15:46) | Hum.49 | Viento 8.6 km/h NE, Pres.979.5 hpa Lluvia   0.6 mm",0,107644,Seba
326,Me estoy yendo a trabajar y se larga la lluvia con todo 😩 hermosa suerte la mia 🙇🏽,1,31451,Seba
327,"Datos actuales en #SantaFe
Barrio Colastiné Norte:
T: 34.4°C
H: 46%
ST: 37.9°C
P: 1001.9hpa
Lluvia hoy: 0.0mm",0,107831,Seba
328,@JGiardelli1 @Agustin_Botta1 Con esta lluvia sabes cómo va a estar mañana ?? Tenemos que salir si o si,1,18982,Seba
329,"escucha como llueve amigo, nas ganas de morsear de a 2 culiao",1,63885,Seba
330,"Lo mas lindo del día, irme a dormir con el sonido de la lluvia",1,17038,Seba
331,No se puede largar a llover ahora la puta madree. Tengo que cruzar el pueblo en bici y llueve re fuerte😭,1,94337,Seba
332,Dia de lluvia lo laburamos asi... https://t.co/gjq6KhBIsu,1,2481,Seba
333,"Esta lluvia, por favor,
Necesito estar todo el día en la cama",1,52235,Seba
334,Estoy sentada tranquila en el balcón viendo los rayos con los pajaritos cantando de fondo y me parece perfecto,1,59415,Seba
335,"Ya lo intentamos todo durante un año largo, tormentas y soledad con dolor",0,98302,Seba
336,El dilema de ir al gym con esta lluvia 🌧  #MondayMood,1,26044,Seba
337,"#VillaMaria 22:00 hs | Temp 29.0°C Min=23.0°C (05:43) Max=37.9°C (15:39) | Hum.80 | Viento 3.6 km/h E, Pres.980.1 hpa Lluvia   0.0 mm",0,99016,Seba
338,"¡Buen día! #BuenMiércoles, la mañana comienza con el cielo despejado☀️ después de varios días de lluvia. La temperatura actual es de 14.9°C 🌡️.
Ponete #AlDía con esta variedad y calidad de noticias auspiciadas por #SupermercadosLaReina https://t.co/zsMjCo38gQ",1,36713,Seba
339,Lluvia hija de mil puta,0,36069,Seba
340,Re piola la lluvia .😍😂,0,48437,Seba
341,Que esta lluvia no me corte la noche,1,57505,Seba
342,"Que la lluvia no te detenga!!
Salió hermoso entrenamiento!!
Felicitaciones a los guapos!!
La seguimos de 14 a 15.30
Y de 18 a 20
Llueva o truene!!",0,64713,Seba
343,"@SofiaParodi_ @luciribert ME PARECIA QUE ERA AZ7L, Cuando salimos a llorar en pedo con tormenta y la cana atrás JAJAJAJA",0,61930,Seba
344,"@matiaslongoni Más allá de eso, creo que el problema empieza ahora, subió la napa, a partir de ahora cualquier lluvia moderada complica.",0,41117,Seba
345,"La lluvia, la birra y mis amigos 💖💖",1,80477,Seba
346,quién me manda a volverme en plena lluvia,1,73098,Seba
347,Que linda la lluvia después de tanto calor,1,101444,Seba
348,Si dormir escuchando la lluvia es hermoso imaginate con vos al lado😕😍😭,0,22182,Seba
349,No escuché ni la lluvia 😅,0,90132,Seba
350,"3h Agvnet CDU: Temp. 19.3 °C, Hum. 64 %, Bar. 1005.2 hPa, Lluvia 0 mm, Viento 6.1 km/h N #Weathercloud",0,64416,Seba
351,"@lidelaroc @silviamaltag74 @SilviaP2015 @serpilloc @dolomia4ever @Mariella_M @AngelaM62975838 @CodognoLorant56 @CasalinoManuela @MCristinafernn @DDurissini @MarcelaOla @AngeleriMassimo @479nea @soymariche @salitasyo @skyrun7 @clautenacity @elpibevarela @lu19lucia @ivancardenasmg @eperdomi Gracias querida Lili!!!! Lluvia de bendiciones para 2019
Abrazos😘💕🍸🍸",0,108531,Seba
352,"mmmmm llueve , ta lindo para estar con EEEEL",1,92282,Seba
353,Todos mis hermanas van a salir hoy😪 a ver si se en el medio de la noche las parte un rayo. Gracias.,0,67313,Seba
354,Ya espantaron la lluvia con sus estupideces manga de mogolicos,0,85767,Seba
355,Amo como llueve 😍😍,1,1119,Seba
356,"#VillaMaria 12:00 hs | Temp 26.3°C Min=16.3°C (04:14) Max=26.8°C (11:45) | Hum.40 | Viento 19.4 km/h NNE, Pres.990.2 hpa Lluvia   0.0 mm",0,48663,Seba
357,un dia esta lindo pero al otro llueve despues vuelve a estar lindo pero ahora vuelve a llover,1,80025,Seba
358,Lluvia y estudio NO van de la mano,0,67686,Seba
359,"Que linda noche de lluvia para dormir con ""vos""

Pongo ""vos"" por qué en realidad no tengo ningún ""vos"" pero queda re piola decirlo",0,34250,Seba
360,Hoy que estaba ideal para tomar sol DORMÍ SIESTA. Acabo de ver el clima y dan lluvia hasta la semana que viene 🙄,0,66452,Seba
361,"Faaaa mirame siempre así con esos ojitos hermosos que tenes, me moje y no fue con la lluvia, na",0,12579,Seba
362,"Puchito, balcón y lluvia atr",1,28700,Seba
363,Que lindo dormir con lluvia 😍,0,34173,Seba
364,Existe algo mejor que la lluvia? La respuesta es no,0,93253,Seba
365,Hizo cuadro la lluvia,0,3672,Seba
366,#Tormentividades ⛈️#Rosario |  Otra jornada sin #Colectividades2018 por la lluvia 📌@CalleDRosario @TransitoRos @TransitoRosari @emergenciasAR 👇🏽https://t.co/VPbeIkjVHW,0,21650,Seba
367,"Querés venir a no dormir con esta lluvia? 

Enviar",1,32335,Seba
368,"Esta lluvia que ciega los cristales
alegrará en perdidos arrabales
las negras uvas de una parra en cierto
patio que ya no existe. La mojada
tarde me trae la voz, la voz deseada,
de mi padre que vuelve y que no ha muerto...
#Borges 💕💕 https://t.co/9iDaoIKiGJ",0,62852,Seba
369,Llueve como la puta madre pero me tomo un campari igual,1,4311,Seba
370,"Se esperan lluvias y tormentas desde mañana hasta el sábado inclusive en la zona central/oeste. Verán el sol, habrá mejoramientos pero todos los días del periodo volverá a desmejorar.

 INFORMACIÓN HASTA LAS 12:30 DEL 25/11.",0,50311,Seba
371,Zarpada la lluvia de anoche!!!,1,56304,Seba
372,Llueve tengo fiebre y no estoy en mi cama. Estoy sufriendo,1,52482,Seba
373,"Mabel la tormenta que se viene 😭❌
ya me veo sin dormir esta noche ❌",0,87794,Seba
374,Truenos de mierdaaa😖,1,74612,Seba
375,Chiquito rayo &gt;.&lt;,1,28702,Seba
376,Con lluvia se jugó igual. El resultado? El mismo de siempre y a domicilio encima 👉👌 https://t.co/JJmQyVceQJ,0,6668,Seba
377,"🎉🎉 ¡Fiesta en el Centro Cultural Parque de España! 🎉🎉

🎈 Veinticinco años desde la chispa fundacional. 

Música en vivo / visuales / gastronomía española.

Este #domingo, 20.30 h. Entrada con consumición: $70. En caso de lluvia, se reprograma para el lunes 3. https://t.co/k0qzrzGQOd",0,56320,Seba
378,"En serio hay personas así? Ojalá nunca te pase, no te das una idea de lo mal que la están pasando todas esas personas. Raro que con tanta lluvia no te ha llegado el agua al tanque https://t.co/hJKpjfb2ex",0,25946,Seba
379,"Lluvia? En el chiquero, con 9.. Como sea, donde sea..! ""Papa"" https://t.co/WbCuVXQjfY",0,8697,Seba
380,"Mañana queria empezar a correr, lluvia de mierda",0,81693,Seba
381,Un dia esta soleado y hace un calor que es insoportable y al otro hace frio y llueve. Re loco este clima☀️🌡🌧,0,81274,Seba
382,"@SofiaPasqualis1 JAJAJAJAJAJA siempre llovia en mis francos, ahora que ya no trabajo llueve cuando tengo que salir la vida me odia",0,103970,Seba
383,"Si viene tormenta o algo más fuerte, soy yo que me puse a estudiar",0,52950,Seba
384,La lluvia 😍,0,32712,Seba
385,"@AbriiPauul Aguanta mala, si llueve se mojan todos no? Xd",0,8927,Seba
386,"También solicitaron una solución urgente con el desagüe de la Plaza del Bioquímico y alrededores, dado que se rompió ""el puente"" que ellos habían hecho e ingresó agua en sus viviendas ubicadas sobre el Canal Maestro Sur, tras las últimas lluvias. https://t.co/7X6zz60snB",0,15555,Seba
387,Ya estaríamos con la lluvia eh..,1,22934,Seba
388,"12h Agvnet CDU: Temp. 25.9 °C, Hum. 25 %, Bar. 1004.7 hPa, Lluvia 0 mm, Viento 13.3 km/h SO #Weathercloud",0,59141,Seba
389,"Lave mi moto y recibí millones de mensajes de mis amig@s diciendome que convocó a la lluvia JAJAJAJ. (Pero si, seguramente llueve, esa mi suerte jajaja)",0,42595,Seba
390,@AlejandroSanz estás con tus musas??? Yo estoy con las mías pero la lluvia no me  deja  concentrar....,0,22475,Seba
391,"Que lindo dormir con lluvia, me falta él.",1,18660,Seba
392,🌧⛈️ Hermoso haberme dormido escuchando la lluvia; me despierto y sigue la lluvia. ❤❤AMO❤❤ ¿Alguna duda de que no voy a salir de mi casa? ☔🌂,1,20,Seba
393,#ClimaCordoba Temperatura: 18 ºC - Tormentas - Sensación Térmica: 18 °C - Humedad: 88 % - Viento: 30 km/h Suroeste - Datos de Hora: 00:41:00 #Clima #Córdoba #Tiempo,0,54826,Seba
394,Nada más feo que ir caminando por el centro con la tormenta y que un auto te bañe por completo de agua.,0,56520,Seba
395,@zurchercarolina Yo te doy un abrazo de oso. Esta noche (si es que no llueve jaja),0,28641,Seba
396,Mejor no pongo para que están lindas las noches de lluvia 😂,0,22914,Seba
397,Y la lluvia? Y candela? https://t.co/TMwKnPiJcs,0,80214,Seba
398,Como les explico lo mucho que me dan miedo las tormentas y estoy durmiendo sola porque mi mama no quiere venir conmigo,0,75133,Seba
399,"Dios, la lluvia a la hora de dormir es unas de las sietes maravillas del mundo 😍😍😍😍😍😍😍",1,46208,Seba
400,Che todo bien con la lluvia pero yo tengo que hacer cosas,1,92911,Seba
401,Adivina si lavé el auto ayer y ahora llueve como la puta madre,1,49287,Seba
402,Fin de semana con abundantes lluvias. Recomiendan limpiar canaletas  #Rosario @emergenciasAR,0,7365,Seba
403,Un miedo esta tormenta,1,77743,Seba
404,De rayos gamma a rayos X: un nuevo método permite descubrir una emisión de los púlsares previamente desconocida https://t.co/deTwv6w9zy https://t.co/CsKX7N9NWm,0,43927,Seba
405,"Mientras no llega la lluvia, se espera un sábado caluroso en la ciudad https://t.co/CmK98dCqVk",0,2048,Seba
406,Hasta cuando la lluvia hermano 😑😑,0,12758,Seba
407,A los que aman el verano: 12 de noviembre y hacen 18 grados y con lluvia! Aguante el frío caretas,1,30291,Seba
408,"Mates, estudio y lluvia de fondo👌☔☁",1,13879,Seba
409,"No me queje de que se cortó la luz porque la noche nos regaló un show de rayos a oscuras.
Digno de ver para los que estamos sentados en una reposera afuera de casa..",1,21079,Seba
410,Esa lluvia 😍,0,60747,Seba
411,Tormenta no podés esperar hasta que vuelva de la peluquería??,1,9159,Seba
412,"Que lindo le llueve, que no pare más ahora 😂",1,85542,Seba
413,Como LLUEVE LCDSM NO ME ANDA NADA,1,72388,Seba
414,lluvia de mierda me dejo sin luz y me mojo toda la cama,0,76866,Seba
415,flashie que había parado la lluvia fo,1,33041,Seba
416,"#BuenMiércoles
Cielo parcial cubierto a cubierto con mejoramientos temporales. Condiciones inestables a algo inestables. Alguna posibilidad de lluvias débiles y dispersas durante la jornada no descartandose algún eventos más intenso. https://t.co/5FDiCX8ZHQ",1,70731,Seba
417,"22h Agvnet CDU: Temp. 20.4 °C, Hum. 48 %, Bar. 998.6 hPa, Lluvia 0 mm, Viento 12.2 km/h S #Weathercloud",0,61730,Seba
418,Que lindo jugar con lluvia ⚽,0,104063,Seba
419,"Llueve. Feliz día a los que hacen, además de solo decir o parecer. https://t.co/TEvxjQgRru",1,39930,Seba
420,"9h ClimaRafaela: Temp. 23.4 °C, Hum. 49 %, Bar. 998.7 mbar, Lluvia 0 mm, Viento 7.2 km/h NNE #Weathercloud",0,37798,Seba
421,"Despertarme a esta hora con la lluvia de fondo, cagada de hambre no tiene perdón 😒🐷",1,90267,Seba
422,Gracias Twitter Argentina por hacerme enterar que llueve. (?) https://t.co/NaeoicxCgx,0,100461,Seba
423,"15h ClimaRafaela: Temp. 26.1 °C, Hum. 54 %, Bar. 1001.6 mbar, Lluvia 0 mm, Viento 13.7 km/h SSO #Weathercloud",0,54201,Seba
424,Si dios no existe... cómo explicas la lluvia??¿? 😎 jaque mate ateos https://t.co/3RQ7QlgK6x,0,103718,Seba
425,Truenos o bombas ? La puta madre quiero dormir,0,53168,Seba
426,yo queriendo ver la lluvia de estrellas con vos y vos queriendo verla con ella,0,66678,Seba
427,"Lo único que te diferenciaba de directv es que se podía ver bien los días de lluvia y viento ahora ni eso, son un asco @CableFibertel",0,17891,Seba
428,Ya se puede largar la lluvia,0,103617,Seba
429,"""Lo agarre de cabeza al rayo"" dijo Motta
""Quede diciendo dieciuno"" 
Jaj",0,81247,Seba
430,"Un mes vacunando chic@s casa por casa y hasta con lluvia, hablame de amor a la profesion",0,51597,Seba
431,Hermosa lluvia para dormir con ella 😍 y solamente eia 😍,1,60755,Seba
432,Se espera una semana inestable con tormentas eléctricas  https://t.co/ILgLQxLqrU vía @Lv16com,0,83478,Seba
433,🌧️Nuevas lluvias darán impulso a la soja. Mirá el informe exclusivo de clima auspiciado por @L2_LaSegunda 👇https://t.co/hYoRfehtDA,0,105067,Seba
434,"Recién me entero que a la mañana se vino la re tormenta, yo me levanté re dormida a trabar la puerta de mi pieza galpón y seguí durmiendo como una campeona. Ni me enteré  🤣🤣",0,67493,Seba
