MSJ;TAG;NUN;USER;WHO;msj_norm
Quería lluvia AHÍ TENÉ;1;86996.0;8.609597109247345e+17;fede;queria lluvia ahi tene 
Que les pasa a los que salen con esta lluvia ¿??? yo no puedo ni salir de la cama todavía;0;6023.0;1453114460.0;fede;que pasa salen con lluvia     yo no puedo ni salir cama todavia 
Ayer me enteré que los rayos salen de la tierra. Por qué nadie me lo dijo?;0;95310.0;1.0143660992599532e+18;fede;ayer entere rayos salen tierra  nadie dijo  
A mi novio lo haces feliz con tan poco... hoy hice un tuco que me salió muy rico (muy modesta pero es verdad) y me dijo 37 veces que estaba riquísimo y que gracias por hacer una comida tan rica un día de lluvia jajaja lo amo;0;28599.0;1116037916.0;fede;a novio haces feliz con tan poco    hoy hice tuco salio muy rico  muy modesta pero verdad  dijo    veces estaba riquisimo gracias hacer comida tan rica dia lluvia  amo 
"#Reprogramacion #Taburetes #Arte2018 
❗❗Por pronóstico de lluvias, la subasta de taburetes del Politécnico es reprogramada para el próximo Lunes 17/12 ❗ ❗ https://t.co/XtrJSlz6lo";0;68693.0;76238889.0;fede; reprogramacion  taburetes  arte      \u2757 \u2757por pronostico lluvias  subasta taburetes politecnico reprogramada proximo lunes        \u2757  \u2757  
Se me salió el corazón del pecho con el trueno xd;0;4692.0;1.0168233388391793e+18;fede;se salio corazon pecho con trueno xd 
me estoy dando cuenta que la lluvia me va a fallar asi que me voy a poner a estudiar.;0;24034.0;3989110329.0;fede;me estoy dando cuenta lluvia va fallar asi voy poner estudiar  
me iba quejar de que tenía que volver caminando con lluvia pero me acordé que el sábado corrímos con los bobos 8 cuadras con tormenta eléctrica, calles inundadas Y CON VIENTO FRIO y se me pasó;0;28185.0;585775438.0;fede;me iba quejar tenia volver caminando con lluvia pero acorde sabado corrimos con bobos   cuadras con tormenta electrica  calles inundadas con viento frio paso 
Los voy a poner en contexto. Mi hermano salió a las 3am (por la lluvia). Este sujeto, es un individuo qué cuando sale toma cantidades muy bajas de alcohol, pero siempre puede haber una excepción, esta noche lo fue...;0;71400.0;427496044.0;fede;los voy poner contexto  hermano salio  am  lluvia   sujeto  individuo cuando sale toma cantidades muy bajas alcohol  pero siempre puede haber excepcion  noche fue    
"Ola bb estás invitado a mi casa a no hacer nada, solamente acostarnos, darnos muchos besos y escuchar como llueve 

Enviar";1;30327.0;388545511.0;fede;ola bb estas invitado casa no hacer nada  solamente acostarnos  darnos muchos besos escuchar como llueve enviar 
"No inverno , cocino y se comio un chocolate entero .
Resultado : dos dias de lluvia y granizo jajajjaja";0;57687.0;600520405.0;fede;no inverno   cocino comio chocolate entero   resultado   dos dias lluvia granizo  
Otro inconveniente por la intensa lluvia: La basura es un problema de todos. https://t.co/ej3Oa1gjtD /interes_general;1;47957.0;279225365.0;fede;otro inconveniente intensa lluvia  basura problema todos    interes general 
@vickyfreyre__ boluda fue todo muy chistoso porque dije “lluvia tu me oyes? me escuchas?” boludeando y jusTO SE LARGÓ;0;31586.0;7.439082486469919e+17;fede; boluda fue todo muy chistoso porque dije  \u201clluvia oyes  escuchas  \u201d boludeando justo largo 
@CalleDRosario Esto es una verdadera vergüenza,señora Intendente!!! Hace años q reclamó y no pasa nada!!! Que hace con la plata de mis impuestos??? Esta laguna se forma cada vez q llueve,en calle Silva entre Reconquista e Iberlucea. Haga algo x favor!!! https://t.co/GQJkn98UOD;0;104050.0;2776622212.0;fede; esto verdadera vergüenza señora intendente    hace años reclamo no pasa nada    hace con plata mis impuestos    laguna forma cada vez llueve calle silva entre reconquista e iberlucea  haga algo favor     
Mks sacó el plus que le faltaba en esta última fecha,que abuso,quería que se quede Trueno 💔;0;103002.0;703639606.0;fede;mks saco plus faltaba ultima fecha abuso queria quede trueno  \U0001f494 
Como odio el clima asi es una cosa que me pone muy de mal humor, porque no llueve durante la semana la concha de tu madre;0;18140.0;2383993196.0;fede;como odio clima asi cosa pone muy mal humor  porque no llueve durante semana concha madre 
Hace dos semanas que la paso mal secando ropa, lluvia del remil orto;1;13552.0;965248237.0;fede;hace dos semanas paso mal secando ropa  lluvia remil orto 
Malabia y Santa María. En #SanJusto, las calles llenas de agua luego de la tormenta. https://t.co/bctJ592EtK;0;86513.0;351168851.0;fede;malabia santa maria   sanjusto  calles llenas agua luego tormenta   
Desde las 1 de la mañana me da 100% de probabilidad de lluvia, todo el día lluvia, salís afuera el sol que raja la tierra, metereologico chupame un huevo...;0;86483.0;187210627.0;fede;desde   mañana      probabilidad lluvia  todo dia lluvia  salis afuera sol raja tierra  metereologico chupame huevo    
MAAMAA MIRA COMO LLUEVE QUIERO DORMIR;1;12047.0;1472436272.0;fede;maamaa mira como llueve quiero dormir 
@CristianFoos @tribussolaro De veritas, estaba preocupada por la lluvia y me olvidé que cumplía años lpm;0;33013.0;411902978.0;fede;  veritas  estaba preocupada lluvia olvide cumplia años lpm 
Tremendo rayo en cap. Prendió la alarma de un auto 😱;0;64482.0;341081965.0;fede;tremendo rayo cap  prendio alarma auto  \U0001f631 
Que paja dormir sola con estos truenos del orto;1;14932.0;1.018300125737898e+18;fede;que paja dormir sola con estos truenos orto 
Lluvia te amo;1;106779.0;1.017625675879125e+18;fede;lluvia amo 
Que abuso como llueve;1;96848.0;8.981462509981204e+17;fede;que abuso como llueve 
Dormir cuchareando mientras llueve deberia ser una de las maravillas del mundo!;0;33199.0;357162335.0;fede;dormir cuchareando mientras llueve deberia ser maravillas mundo  
@SofiaChelini Rayos;0;85539.0;8.203810752476815e+17;fede; rayos 
Hoy si no llueve que pinte las mas loca casa sola pa que 😋;0;41302.0;9.049519183085814e+17;fede;hoy si no llueve pinte mas loca casa sola pa  \U0001f60b 
@maiazogee Lluvia de agua más que de estrellas jajajajajajajaja;1;79772.0;1.0351736823044956e+18;fede; lluvia agua mas estrellas  
Juega que si llueve en fin de año active una re joda en casa;0;105716.0;1.0609841205605007e+18;fede;juega si llueve fin año active joda casa 
Ay no 😭😭 les juro que estoy cagada hasta las patas del miedo que le tengo a esta tormenta 😭😭😭;1;5901.0;9.13874319654232e+17;fede;ay no  \U0001f62d \U0001f62d juro estoy cagada hasta patas miedo tengo tormenta  \U0001f62d \U0001f62d \U0001f62d 
Team Rebellion Racing_ Dialogo por radio , Lotterer termina preguntando a los Tecnicos del pit. Apuntando a que???   Ademas insiste, no es facil conducir bajo estas condiciones de 🌂 lluvia  y  entender en el cockpit lo que quieren decirme.\_Lotterer expiloto Audi supercar hibr. https://t.co/oOx0FGbaHF;0;39325.0;447519151.0;fede;team rebellion racing  dialogo radio   lotterer termina preguntando tecnicos pit  apuntando    ademas insiste  no facil conducir bajo estas condiciones  \U0001f302 lluvia entender cockpit quieren decirme  \ \ lotterer expiloto audi supercar hibr   
Culia la primera vez que iba a salir en el año y llueve;1;103388.0;935111888.0;fede;culia primera vez iba salir año llueve 
Se viene la tormenta. Sin luz. Calor insoportable. Mosquitos por docenas. Me quiero morir.;0;104403.0;368887336.0;fede;se viene tormenta  sin luz  calor insoportable  mosquitos docenas  quiero morir  
lluvia¡¡¡;0;44020.0;303494475.0;fede;lluvia 
Lluvia querida 😍;1;80487.0;165881040.0;fede;lluvia querida  \U0001f60d 
aunque yo me oculte tras la montaña y encuentre un campo lleno de caña, no habrá manera mi rayo de luna que tú te vayas;0;39560.0;1.0132709925993718e+18;fede;aunque yo oculte tras montaña encuentre campo lleno caña  no habra manera rayo luna vayas 
Que linda la lluvia solo me falta compañía y estaríamos 🤗♥️;1;34156.0;9.574317034416742e+17;fede;que linda lluvia solo falta compañia estariamos  \U0001f917 \u2665  
@GabyAnabel23 no me puedo dormir solo con esta lluvia 😪;1;31546.0;391590342.0;fede; no puedo dormir solo con lluvia  \U0001f62a 
Lluvia??? Ohh seee!! Mis oídos tienen un orgasmo 🙈;1;81245.0;8.759146531588424e+17;fede;lluvia    ohh seee   mis oidos tienen orgasmo  \U0001f648 
avisame si falla el rayo;0;74374.0;8.983335254426911e+17;fede;avisame si falla rayo 
Que lindo dormir con el chongo y la lluvia de fondo, lastima que me falta el chongo;0;16189.0;7.831337646082294e+17;fede;que lindo dormir con chongo lluvia fondo  lastima falta chongo 
@Gamuza37721090 Lluvia a pleno. Buen día;1;68845.0;1281596280.0;fede; lluvia pleno  buen dia 
@araaSca Anoche amagaron y esta mañana hasta recién también ! Pero por suerte tenemos ! Pero llueve mucho ! 😐;1;770.0;310531271.0;fede; anoche amagaron mañana hasta recien tambien   pero suerte tenemos   pero llueve mucho    \U0001f610 
Llueve?¿???¿¿?¿;0;107948.0;3225719615.0;fede;llueve      
Está anunciado lluvia para toda la semana llega a llover el sábado y me muero nosé 🙍;0;69193.0;1421611183.0;fede;esta anunciado lluvia toda semana llega llover sabado muero nose  \U0001f64d 
Truenos de mierda🙄;1;14757.0;9.697379185993236e+17;fede;truenos mierda \U0001f644 
Lluvia metele nomas😍😍;0;30122.0;7.757567970386903e+17;fede;lluvia metele nomas \U0001f60d \U0001f60d 
Si llueve va ser una siesta perfecta para mi🙏;0;105215.0;2979186958.0;fede;si llueve va ser siesta perfecta \U0001f64f 
Se presta la lluvia pa dormir acompañada;1;61221.0;1060879790.0;fede;se presta lluvia pa dormir acompañada 
Cosa hermosa las tormentas 😍;0;81572.0;7.286677352285921e+17;fede;cosa hermosa tormentas  \U0001f60d 
Seguro llueve;0;104269.0;7.171069164853658e+17;fede;seguro llueve 
"Dicen pobre Uruguay (por la tormenta)...
Pero........ ⤵️ https://t.co/qXxdD3GPAn";0;92724.0;105476313.0;fede;dicen pobre uruguay  tormenta     pero          \u2935   
Que lindo dormir con lluvia ❤;1;56687.0;2258108473.0;fede;que lindo dormir con lluvia  \u2764 
Que linda lluvia loco😍😍😍;1;8892.0;860280000.0;fede;que linda lluvia loco \U0001f60d \U0001f60d \U0001f60d 
Ya no me gustan mas los dias nublados y con lluvia nanana mansa depre loco;0;17035.0;1.0251991117489398e+18;fede;ya no gustan mas dias nublados con lluvia nanana mansa depre loco 
q lindo dormir con lluvia señor;1;77925.0;2315883158.0;fede;q lindo dormir con lluvia señor 
lluvia y a jugar.... https://t.co/arsC6sIJHo;0;57005.0;9.012047974282035e+17;fede;lluvia jugar      
Me anote p natación,  alpedo siempre llueve cuando voy.  Petiton triunfando;0;92740.0;2357464614.0;fede;me anote natacion  alpedo siempre llueve cuando voy  petiton triunfando 
lo rápido que se organizaron mis amigas para venir a desayunar al centro, ni la tormenta las paró, o la tormenta es por culpa de ellas...;0;96323.0;169982308.0;fede;lo rapido organizaron mis amigas venir desayunar centro  ni tormenta paro  tormenta culpa ellas    
Cocinamos con Ulises y llueve 🤦;1;54571.0;2412784070.0;fede;cocinamos con ulises llueve  \U0001f926 
Buen fútbol en la lluvia ⚽️;0;84642.0;2952635645.0;fede;buen futbol lluvia  \u26bd  
@MussoRamiro @kiki_oliva Demostrá que no solo servís para colgar la tornado😂;0;58519.0;3325963551.0;fede;  demostra no solo servis colgar tornado \U0001f602 
Y la lluvia pa cuando?;0;8881.0;8.307876342681641e+17;fede;y lluvia pa cuando  
"Antes odiaba los dias de lluvia, ahora los amo con todo mi ser! 
Que lindo martes bebé!!";0;68194.0;1927865832.0;fede;antes odiaba dias lluvia  ahora amo con todo ser  lindo martes bebe   
el pronóstico de mañana a la mañana da lluvia, pero con la suerte que tengo seguro sale alto sol;0;32824.0;1.0128464262446449e+18;fede;el pronostico mañana mañana lluvia  pero con suerte tengo seguro sale alto sol 
Linda lluvia para dormir abrazados y yo sin vos;1;90540.0;8.170716581293097e+17;fede;linda lluvia dormir abrazados yo sin 
@SantiagoRossi45 Que facha el tornado lpm;0;11423.0;9.096047227761172e+17;fede; facha tornado lpm 
Q lindo q llueve;1;80250.0;1149162060.0;fede;q lindo llueve 
Toda la semana un sol que raja la tierra pero llega el sabado que hay de todo y llueve como la concha de tu hermana;1;6574.0;1584160754.0;fede;toda semana sol raja tierra pero llega sabado hay todo llueve como concha hermana 
Yendo a consulta con esta lluvia deberían aprobarme solo por no quedarme durmiendo;1;65140.0;1624433480.0;fede;yendo consulta con lluvia deberian aprobarme solo no quedarme durmiendo 
"1. El chino, el mudo y Matías
2. Ir y volver caminando de mi casa al Kempes para ir a ver a Belgrano contra RAFAELA un lunes bajo la lluvia
3. Un 1-0 vs Velez en el torneo transición 2014 https://t.co/YPh1PdomOb";1;42235.0;1265170921.0;fede;   chino  mudo matias    ir volver caminando casa kempes ir ver belgrano contra rafaela lunes bajo lluvia        vs velez torneo transicion       
"""Ojalá me cruce con alguien que tenga tantas ganas de soñar como yo, que no mienta ni se mienta, que baile entre las tormentas.""";0;58464.0;1154324389.0;fede; ojala cruce con alguien tenga tantas ganas soñar como yo  no mienta ni mienta  baile entre tormentas   
@jormax76 Y la lluvia? @emergenciasAR;0;107748.0;181303301.0;fede; lluvia   
Buscando las ganas de volver a pná con esta lluvia;0;30395.0;1948043935.0;fede;buscando ganas volver pna con lluvia 
Lluvia ☔, lluvia ☔ y más lluvia ☔;1;1963.0;8.088728588060795e+17;fede;lluvia  \u2614  lluvia  \u2614 mas lluvia  \u2614 
traigan un paragua y algo para la lluvia también;1;90786.0;628404929.0;fede;traigan paragua algo lluvia tambien 
Estoy acostada escuchando la lluvia únicamente y me parece perfecto;1;45135.0;255677141.0;fede;estoy acostada escuchando lluvia unicamente parece perfecto 
en otros paises, los canales de noticias tienen tambien 4 camaras contando como se desarrolla una tormenta? durante 20 minutos?;0;10382.0;7003512.0;mechi;en otros paises  canales noticias tienen tambien   camaras contando como desarrolla tormenta  durante    minutos  
La otra vez que vine a buenos aires un frío de cagarse la noche del sábado, el domingo en la cancha cagado de calor. Ahora lluvia todo hoy y posiblemente mañana también, nunca un día normal no ?;1;9679.0;281267500.0;mechi;la otra vez vine buenos aires frio cagarse noche sabado  domingo cancha cagado calor  ahora lluvia todo hoy posiblemente mañana tambien  nunca dia normal no   
Con esta lluvia está para estar de a 2;1;44215.0;1551471606.0;mechi;con lluvia estar   
Se copo la lluvia;1;24669.0;1037879011.0;mechi;se copo lluvia 
Hice esperar a mi mamá abajo en el rayo del sol para poder terminar de descargar la playlist del pepo porque #prioridades;0;108494.0;528233427.0;mechi;hice esperar mama abajo rayo sol poder terminar descargar playlist pepo porque  prioridades 
ay lluvia 😻;1;71775.0;1.0137322935324426e+18;mechi;ay lluvia  \U0001f63b 
Lluvia con sol en Rosario https://t.co/6q4SvPIaz0;1;10762.0;7.856103738774774e+17;mechi;lluvia con sol rosario  
"Alguien me dice cuando va a llover ? Jajajaja 

Lluvia ya cansas";0;95012.0;1.0729452350162125e+18;mechi;alguien dice cuando va llover    lluvia ya cansas 
Amo los días de lluvia ⛈️😊 https://t.co/bhntC0AZqQ;0;106093.0;9.606520798314373e+17;mechi;amo dias lluvia  \u26c8  \U0001f60a  
"@marianita85 Nono... vino al grito de ""Leo, tu mujer me dijo que te avise una hora antes de que llegue la tormenta. Ya está en Casilda""

Juntamos todo, nos fuimos... y al llegar empezó a llover. Es el mejor vecino.";1;98629.0;632464811.0;mechi; nono    vino grito  leo  mujer dijo avise hora antes llegue tormenta  ya casilda  juntamos todo  nos fuimos    llegar empezo llover  mejor vecino  
@rubenmilito Y con lluvia;0;47725.0;395069182.0;mechi; con lluvia 
Pequeño susto me pegue con el trueno😂;1;28272.0;2546865372.0;mechi;pequeño susto pegue con trueno \U0001f602 
@Loiiiiiiii13 Rayos, me prestas un diccionario?;0;32161.0;1.0116544888542863e+18;mechi; rayos  prestas diccionario  
Qué ser despreciable soy, todos los días de lluvia pasa lo mismo;0;65464.0;7.97689598797353e+17;mechi;que ser despreciable  todos dias lluvia pasa mismo 
me desperte con alta tormenta nananana menamoré;1;45852.0;2863647810.0;mechi;me desperte con alta tormenta nananana menamore 
Donde esta la lluvia que decían que iba a haber hoy???? Me niego a jugar con este calor 🤦;0;9336.0;390855464.0;mechi;donde lluvia decian iba haber hoy     niego jugar con calor  \U0001f926 
