msj_ort;TAG
hola  no gustan tormentas  queres venir dormir conmigo   hago pororo muy ricos  pensalo  enviar ;0
lluvia arboles chapas skere ;0
quiero estar yendo algun lado morir camino  choque cole  caiga rayo  alguien mate  sea pero ya entienden ustedes voy ;0
gracias tanto lluvia ;0
la tormenta interminable podria hacer refresque poco  no  ;1
yo emocion anoche esperando lluvia estrellas cago lloviendo ni bosta  ;0
de donde salio lluvia igual mejor llueva toda noche ;1
que dia orto  solo rescato lluvia cumple mari  nada mas ;0
que ganas joder lluvia  ;1
con tormenta pretenden estudie final mañana puta madre pario  \U0001f975 \U0001f97a ;1
wacho no puedo estar tan enamorada trueno wacho hermoso ;0
me aprecie chomaso llueva porque algunos compañeros cuando llueve no van colegio  porque no pueden yo  chomaso no vayan estos ultimos dias ;0
pero hermosa lluvia  \U0001f63b ;1
lluvia besos garchar      \u2661 ;0
 \U0001f5de primavera resiste  tras dos dias sol  vuelven lluvia frio      rosario   ;0
 vida no esperar pase tormenta  aprender bailar bajo lluvia  cordoba  argentina  ;0
mi perra tiene miedo truenos amo ;0
objetivo  dormir tranquila aprovechar llueve especial  dificultad  ida final pensar si juega hoy sabado  ;0
a clase persona relaja tipo tormentas parece van volar casa  escuchas piedras techo  ponen nervioso    leo twitter ponen esas cosas no entiendo  ;0
me encanta olor lluvia  \U0001f60d \U0001f603 ;0
yo creo truenos estan mas no ;0
los dias lluvia \U0001f4af ;0
necesito novio dias lluvias ;0
truenos chotos ;1
me pueden explicar pinchila hace    grados hay sol toda semana justo finde llueve clima ogt ;0
  total  ellos tienen custodia  pueblo parta rayo nos acribillen celular  no importamos    ;0
hoy fue primer dia serio vacaciones  todo debo lluvia  ;1
que tormenta culiado dan alto cagazo esos truenos ;1
que hermosa lluvia  \U0001f495 ;1
justo semana necesito sol  asi bye lluvia ;0
como olvidar noche silvia corto luz nos corrio medio toda tormenta  \U0001f602 igual nos fuimos estuvimos joda hasta  am  toma para vos ;0
necesitaba correr bajo lluvia hermosura  \U0001f327  \U0001f44c ;0
  horas caminando rayo sol no terminarme comprando nada ;0
cocine vino tormenta  \U0001f602 \U0001f602 \U0001f602 ;0
esta lluvia hace tener mas sueño  \U0001f4a4 dormir ;1
no se si llueve ;0
noche lluvia pide gritos maraton grey anatomy ;1
no  escucha esos truenos  \U0001f60d ;1
ay tormenta \U0001f49c ;1
esta lluvia mierda no quieren parar   sinas  sinas no paran llorar  ;1
que hace cuando hay tormenta     ;0
esta lluvia hermosa quedarse mirando tele todo dia ;1
hoy voy tomar hasta rehenes si llueve agua lluvia tambien ;0
mucho trueno mucho trueno no va caer ni sola gota acordate digo ;0
que garron mudarse garron mudarse con lluvia  ;0
 noticias      max    algo nublado humedo e inestable con probables precipitaciones tormentas dispersas  neblinas bancos niebla mañana viento leve moderado sector norte cambiando sur  poco cambio temperatura   ;0
buen dia    mirando pajaritos lluvia   martes  ;1
por dios esos truenos ojala pegue uno ;1
como no puede gustar lluvia  mas hermoso tranquilo ;1
quiero prestarte atencion   importas mucho como dejarte mucho tiempo   sali pagar unas cosas volvi lluvia   pongo pensar todo esto nos pasa no quiero pase mas dia   podamos sentir todo tenemos nuestro interior ;0
esta lluvia si  ;1
ahora tipica lluvia doce noche pleno brindis  felices fiestas todos  \U0001f389 ;0
llueve todo pais menos aca  lpm fallo maldicion gitana ;0
 santa fe  explico quintas estaban sembradas pleno  ultimas lluvias  cayeron      complicaron poco quinteros perdieron casi     produccion     ;0
que lastima gente tiene ir trabajar si si con tormenta   yo disculpenme no voy cursar ni pedo ;1
porque siempre llueve cuando tengo quedarme toda noche despierta estudiando  ;1
lluvia culiada no puedo volver laburo ;1
escucha como llueve yo tengo ir colegio  \U0001f644 ;1
 buenos  llueve viso pero ahora calmo viento habia levantado eso desperte  ;0
como gustaria con lluvia crezca mantenga agua rio sierra   ;1
 callate bofe habla lluvia ;0
 federala debido lluvia caida madrugada hubo cambio planes  racing cordoba  plantel mostaza merlo entrenara    horas predio   ;0
que lindo escuchar lluvia  \U0001f60d ;1
lluvia lpm mil pario ;1
que lindo fue levantarse  sentir olor humedo ruido lluvia \U0001f60d escuela quien juna hoy \U0001f602  ;0
lo unico quiero bañarme con agua caliente despues estar    min esperando bondi abajo lluvia lpm ;0
 santa fe   \u2614 continuan lluvias durante todo lunes   ;0
primera vez coincidimos con papa chicos  con razon tanta lluvia        \U0001f919 ;1
truenos lluvia  \U0001f924 \u26c8 ;1
a sobrina papa noel trajo rayo mcqueen cars   usa bombacha  lleva baño hace parado  pone protector solar come chocolates con ella ;0
 granizo pequeño barrio villa cabrera   cordoba capital ;1
que tormenta presiento ;1
la puta madre no fui rendir  maldita lluvia traicionera ;1
gente  llueve desde nacimos  ya cansa foto tormenta todas semanas ;0
me gusta verano cuando llueve muy fresquito  sea no gusta verano  ;0
 claro    cuando vimos tormenta electrica tuvimos apagarlo  \U0001f62c \U0001f62c \U0001f62c horno    siesta   dios    terrible   ;0
hola queres venir mirar serie dormir con lluvia  enviar ;1
que tormenta saque todo malo  alivie corazon ;1
pronostico domingo       calido humedo  nubosidad aumento  baja probabilidad tormentas aisladas tarde  viento leve sector norte rotando sur  leve ascenso  max     ;0
por lluvia  derrumbo techo escuela argüello   via  ;0
toda familia diciendome hay tipo tornado huinca  yo aca sentada mitad patio comiendo alto asado con complejo  salud  \U0001f942 ;0
ya entendimos nos va partir rayo  si no nos parten ustedes basta ;0
re salir correr con lluvia ;1
que hermosos truenos escucho aunque odio  pero largue;1
uno queriendo ver famosa lluvia estrellas cielo mas nublado abuela bruno ;0
emilia dice desearia dormir abajo lluvia como amo  \U0001f60d ;0
mi papa rescato medio lluvia piedras perrita preñada estaba super asustada papa todo bueno mundo ;0
es increible con    años no supere miedo truenos ;0
alarma lluvia          vos decis  ;0
loco onda tormenta barrio cayeron   gotas locas otros lados dicen caía diluvios ;0
 castillos  duendes  toman cerveza  llueve todo año  paraiso  ;0
jornada momentaneamente suspendida lluvia  \u2614  \u2614  \u2614   ;1
 lluvia bendicion dicen  mientras no sea bendicion con patitas todo bienvenido  ;0
 caiga rayo     \U0001f329  \U0001f329  \U0001f329  \u26c8  \u26c8  \u26c8  \u26c8  \U0001f32a  \U0001f32a  \U0001f32a  \u26a1 \u26a1 \u26a1 \u26a1 ;0
tormenta electrica santa fe capital desde octavo piso hotel  ;1
se viene lluvia mierda  ;0
calles anegadas cortes luz tormenta parana   ;0
lpm   amo lluvia pero porque domingo noche  alta paja levantarse ir escuela otro dia \U0001f616 ;0
ni llueve encima  \U0001f602 ;0
como amo dias con lluvia ;0
hermosa lluvia dormir abrazando almohada ;1
la lluvia no buena estan operadas \U0001f623 ;0
yo empapada lluvia  ;0
lluvia mierda  moje todo cuando estaba caminando ahora saliendo sol ;1
 pavon pronostico lunes    noviembre \U0001f327 \u26c8 nuboso lluvias tormentas  algunas localmente pueden superar      viento        con rafagas  cambiando norte hacia noche  temperatura minima     maxima     humedad       bajando       ;0
me voy quemar divertido para esperar lluvia entonces  \U0001f648 ;0
hola  queres venir dormir siesta conmigo con ruido lluvia fondo  enviar ;0
 tormenta  ;0
si hoy llueve voy lutos ya ;0
que onda minas estan todo tiempo tuiteando  \u201c quiero chongo dormir con lluvia \u201d  \u201c quiero chongo tomar birras \u201d  \u201c quiero novio salir hacer after juntos \u201d culiada sali buscarte uno twitter no vas conseguir deja romper huevos ;0
no habra olvidado alguien subir foto granizo   \U0001f632 ;0
mas ganas lluvia aire fresco aca cielo cubierto posibilidad vuelva llover  menos mañana  asi amanece pero nota termometro  mucho mas abajo durante     ;0
con lluvia igual sale  ;0
creo hoy mas uno jugo bajo lluvia   \U0001f64b incluyo  ;0
me meti pileta estoy tomando sol  mañana llueve ;0
de regalo cumple pedi barba tormenta electrica ;0
que hermosura sonido lluvia dormir  \U0001f60d \U0001f49b \U0001f49b \U0001f49b ;0
se viene tormenta pero salgo igual    ;0
a verga viene tremenda tormenta ;0
buen dia gamers dia especial viciar pero cuiden pcs con lluvia fuente mas barata certificada como       macri hdp    ;0
algo mejor dormir escuchando lluvia aire     ;0
salir crocs con lluvia male sal ;0
venirme trabajar con lluvia ver novio sigue durmiendo placidamente dio bronca ;1
para no preocupen estoy hablando lluvia cumple no tengo crisis psicotica pero igual siempre estoy cerca ;0
lluvia  netflix  no pensalo    \U0001f440 ;0
por favor como cago miedo cuando llueve hay viento vez literalmente caniche ;1
una tormenta vaso agua  ;0
lluvia zamba  linda combinacion   \U0001f495 ;1
   mil rayos segundo caen menos no se creo quede corto    ;0
 ahora   graniza capital provincial  mandanos video desde donde estes   ;1
queres ver lluvia meteoritos conmigo     \u2728 \U0001f320  ;0
alguien explica momento vino terrible tormenta  ;1
domingo lluvia para mirar netflix  ah no  no tengo internet ;1
si no parte rayo parto medio yo ;0
se viene lluvia  \U0001f327 ;1
al fin paro lluvia    ;1
la lluvia complico final turismo carretera             carburando     via  ;1
oriente medio llena  \u2018 desiertos lodo \u2019 intensas lluvias  ;1
y si eso pasa voy salir afuera unicamente sacarme ganas dar vueltas tornado  ;0
  creo ron ron balu tambien dijeron no suspendia lluvia  todos sabemos paso despues  \U0001f923 ;0
que linda lluvia ;1
sali ver si estaba lluvia estrellas estaba nublado  puede fallar ;0
ahora madrugada       lluvia estrellas si no desnubla voy tener empezar matar rehenes ;0
me tome tarde hoy aprovechando lluvia  hice pizzas caseras  milanesas  quipe  budin pan ensalada frutas   amor tengo cocina \u2665  ;1
esta lloviendo fin puta madre como amo lluvia como amo olor tierra mojada ;1
lluvia vida  \U0001f60d \U0001f60d \U0001f60d ;1
linda lluvia ;1
acabo leer partir     centennial  rayos voy tener cambiar identificacion año ;0
llegue gimnasio ya estoy arrepintiendo  como no quede dormir con hermosa tormenta  \U0001f645 ;1
ni loca como viaje moto con lluvia     ;1
le dije papa  \u201csi saco foto rayo das     pesos haces tortas fritas \u201d aca estoy con     pesos cocinandome  ;0
como hago levantarme cama e ir escuela con lluvia yahoo respuestas ;1
que onda tormenta ;1
me fui particular agarro lluvia  llegue empapada  sali ahi cai barro culpa gomones  llegue casa no hay nadie dejaron fuera  hermoso jueves  ;1
me falta compañia ver tormenta electrica  \U0001f60d \U0001f60d ;1
pinta ver peli esperar venga tormenta  \U0001f60e ;1
no tener miedo trueno rayo algo  pero hoy ahora pieza fumando tengo mas miedo nunca  sopla viento yo ya flashie   veces dieron   paros cardiacos acv ;1
cordoba capital con tormentas momento actividad electrica    ;1
   lm hay promedio   asesinato cada   dias  responsable eso generar pobreza sostenerla  cada vez llueve  gente inunda  hacer vivir vecinos marginalidad robandoles dignidad  puedo seguir  lamentablemente  lista larga  ;0
la parte fea llegar casa acostarme sola con tormenta ;1
sos lluvia pink floyd  ;0
que lluvia mierda ;1
mañana   sino llueve lpm  \U0001f62c ;1
lo mejor hoy era pesca otra vez lluvia cago ;1
que lindo voy dormir escuchando lluvia  \U0001f60d  ;1
se viene lluvia parece ;1
ayer con humedad lluvia mierda tuve ir hacer tramites infierno  sea capital  pelo quedo asi  ;1
no entiendo rayos gente hablando  felipa plaza \U0001f914 ;0
dia tormenta ideal venir visitar tus viejos  justo noche    ;1
como verga vuelvo casa con lluvia culiada ;1
yo no ustedes pero realmente preocupa durante meses no cayo ni gota  sequia casi todo pais ahora ya van   semanas llueve todo  tormenta electrica viento fuerte  estamos destruyendo literalmente planeta  ;1
 \u2614 \u2614 \u2614 \u2614 \u2614 \u2614 \u2614 \u26a1 \u26a1 \u26a1 \u26a1 \u2614 \u2614 \u2614 \u2614 \u2614 llueve mucho dormir mucha tormenta ;1
acabo sentir trueno terremoto mas raro vida    temblo hasta ocote  \U0001f631 ;1
el abuelo emociono hasta lagrimas cuando nieto rescato lluvia  ;0
ahora  \u300b rio arrecifes  \u2022  \u2022  \u2022  arrecifes   lluvias  crecida arrecifes  argentina  ;1
ahora lluvia tambien naturaleza ama ;1
hermosa lluvia para dormir con    ;1
asi llegaba  tormenta  rosario       ;1
soy torpe caminando  imaginate con lluvia paraguas ;1
gracias lluvia ;1
la lluvia nos pego ;1
ya habia olvidado como era rayo sonido ;0
quiero vuelva lluvia  pero no sabado  favor ;1
lluvia amo  truenos odio  \u2614   \u26a1  ;1
soy tan fan tormentas electricas  \U0001f60d ;1
otra historia abuela bruja  hoy llame corte tormenta potrero dijo estaba justo yendose remis medico  minutos manda mensaje juro fue tormenta  \U0001f602  ;0
  si amiga voy  moto verga cuando llueve ;1
llueve hace triple calor ;1
acostarnos escuchar como llueve eso necesito ;1
son       llueve bien  no tengo mas faltas mal  ;1
mi mama va matar cuando llegue vea hace rato puse lavar toallas llueve asco \U0001f643 ;1
me voy quedar despierto solo ver lluvia estrellas ;0
 carlos vota telepaticamente  tiene superpoderes  destruyo rio  con rayo corrupcion  ;0
recordatorio dias lluvia  no cruzar calle saltando  \U0001f602 ;1
si viene arriba solo rayo temo    ;0
que linda lluvia siga hasta      ;1
que mierda hago ahora llueve  ;1
bella lluvia ;1
se multiplican      ganas quemar con dias lluvia ;1
 rosario lunes      \U0001f53b     \U0001f53a     ;1
las lluvias dejaron algunos anegamientos daños maiz granizo  lluvias dejaron algunos anegamientos daños maiz granizo ;1
 \u2614 atencion  lluvia sobre  rosario   light rain  temperatura actual ;1
mi papa salio anoche   am medio tormenta llego recien         despues trabajar muchas horas  rato vuelve ir nuevo porque tormenta dejo muchos hogares sin techo  arboles caidos  etc  realmente merece mejor ;1
  bueno  llueve cada ratito  ;1
siempre inauguran colectividades llueve  pero fija siempre pasa   ;0
gente  ya todos estamos viendo tormenta  no necesario fotos  ;1
padre sale abajo lluvia sacarle fotos mama cuando pase viaducto corriendo maraton  yo ex tenia pedir    veces acompañe parada no violen roben etc  nunca acepten menos primer ejemplo  nunca  ;0
quiero ir colegio mañana pero seguro llueve mama opcion faltar  chau posta puede cama  asi mama no dejes faltar ;0
hermosa lluvia  ;1
estoy empezando extrañar  puede partir rayo por favor ;0
 hola  somos equipo relampago educacion  estamos recolectando informacion sobre eventos severos ocurridos argentina como parte proyecto  relampago     tienen informacion autores video  ;0
aguanta   min tormenta ;1
no van negar dia mas lindo cuando llueve ;0
despertarme con  rayos sol  \u2665  \U0001f525 ;0
 obvio  paso suerte sola vez  despues di hermano dice  che onda apunte  agarro lluvia  si supiera     \U0001f602 ;0
 estos dias  visto ningun periodista medios militando inundacion como        ahora   clacso ;0
 calma antes tormenta    ;0
llueve sale sol   ni loco tiempo ;1
por parta rayo  \U0001f329 ;0
esta lluvia novio trabajando \U0001f614 \U0001f44e \U0001f44e \U0001f44e ;1
ligue    saint ettiene    robert beri \u0107     wahbi khazri     thimothee kolodziejczak      nantes    liga  rayo vallecano    adrian embarba      eibar     cardiff city    aron gunnarsson     junior hoilett      wolverhampton    matt doherty      ;0
si hay algo mas lindo domingo cordoba con lluvia no quiero saberlo  \u2764 ;1
bueno ya estariamos con lluvia truenos no puedo escuchar serie \U0001f644 ;1
pues ya asoma frente lluvias  nieves viento mañana   ;1
me tiene podrido lluvia men  ;1
 ya veo otro    nos esten corriendo rayos ;0
aca ponemos onda lluvia  estamos pensando todo darte mejor    viene epoca celebraciones amor aca ponemos todo   boda soñadas \u2026  ;0
